Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.2467127,.042111587,4.6693591e-09,.1641755,.32924989
0,2,.2235475,.043956801,3.6643132e-07,.13739374,.30970123
0,3,.3012588,.052281626,8.3009475e-09,.19878869,.4037289
0,4,.26737133,.051397953,1.9717237e-07,.16663319,.36810946
0,5,.22852175,.050299443,5.5399787e-06,.12993665,.32710683
1,1,.27102563,.086351328,.0016973448,.10178015,.44027114
1,2,.27710527,.053978112,2.8416122e-07,.17131011,.38290042
1,3,.19733718,.052391205,.00016548001,.094652295,.30002204
1,4,.27332938,.056694731,1.4278864e-06,.16220976,.38444903
1,5,.2703,.056385338,1.6365207e-06,.15978676,.38081324
