Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.024028486,.012244433,.049715824,.000029839051,.048027135
0,2,.065626062,.026413903,.01297236,.013855762,.11739635
0,3,.083920233,.032742847,.010376914,.019745434,.14809503
0,4,.087996699,.035419345,.0129761,.018576052,.15741734
0,5,.098996669,.03939693,.011977667,.021780105,.17621323
1,1,.033442236,.013625133,.014109945,.0067374664,.060147002
1,2,.068821512,.024748523,.0054219603,.020315299,.11732773
1,3,.10441392,.034196086,.0022627325,.037390821,.17143703
1,4,.12776396,.040170953,.0014701807,.049030337,.20649758
1,5,.11417045,.039696224,.0040261787,.036367275,.19197363
