Expungement,Sequence,b,se,pvalue,ll,ul
0,1,3.2281976,.12994592,0,2.9735081,3.4828868
0,2,3.1122167,.13056062,0,2.8563225,3.3681107
0,3,3.2221024,.13568316,0,2.9561684,3.4880366
0,4,3.1501789,.14053252,0,2.8747401,3.4256177
0,5,3.0757399,.14975713,0,2.7822211,3.3692584
1,1,3.1251178,.21009912,0,2.7133312,3.5369046
1,2,3.1194663,.15582174,0,2.8140614,3.4248714
1,3,3.1641269,.14740518,0,2.8752182,3.4530358
1,4,3.1238716,.1566909,0,2.8167629,3.43098
1,5,3.2026489,.15723917,0,2.8944657,3.5108318
