Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.35462642,.05305364,2.3203195e-11,.25064319,.45860964
0,2,.30783394,.057910774,1.0627186e-07,.1943309,.42133698
0,3,.3593578,.064066201,2.0330704e-08,.23379035,.48492524
0,4,.29446545,.067015015,.000011127262,.16311844,.42581248
0,5,.25931454,.07096491,.00025806203,.12022587,.3984032
1,1,.3218922,.10999543,.0034289404,.10630511,.53747928
1,2,.29034951,.068754703,.000024109673,.15559277,.42510626
1,3,.20381239,.067952953,.0027058637,.070627049,.33699775
1,4,.26364031,.065076783,.000050951538,.13609214,.39118847
1,5,.2910009,.069699734,.000029790108,.15439194,.42760986
