effect,b,se,pvalue,ll,ul
Expunge1,-.8408839084636777,.9317248907592108,.3667900708009994,-2.667031137851247,.9852633209238917
ES2,1.034515185046607,.8312625280673001,.2133116308936991,-.5947294316630163,2.663759801756231
ES3,1.005943345540523,.9007812230999069,.2641031724917926,-.7595554096852335,2.77144210076628
ES4,.8325330563806481,.8976119723218843,.3536681758293575,-.9267540814622086,2.591820194223505
ES5,.8320864186240402,.9021583076410082,.356357194643006,-.936111372705942,2.600284209954022
ES6,1.019827139397569,.9060011850959149,.2603198154941727,-.7559025533410313,2.795556832136169
Sequence2,-.021302366218745,.0970960712212224,.826342575776938,-.2116071688526768,.1690024364151869
Sequence3,.0658543791126075,.1169713123527431,.5734376185266812,-.163405180323154,.295113938548369
Sequence4,-.0110634059934638,.1184224020907468,.9255673183326483,-.2431670490540483,.2210402370671207
Sequence5,.1592059362110007,.1271761739544226,.2106232578173234,-.0900547844312685,.4084666568532699
Sequence6,.1193781425091417,.1376063122949624,.3856495388792485,-.1503252736343558,.3890815586526392
