effect,b,se,pvalue,ll,ul
Expunge1,.0998384663964818,.1098800810575645,.3635544597415121,-.1155225350946865,.31519946788765
Sequence3,0,,,,
Sequence4,0,,,,
Sequence5,0,,,,
Sequence6,0,,,,
ES3,.0410356868905804,.0300122490458972,.1715319309262581,-.0177872403344247,.0998586141155854
ES4,.0044233662327048,.0017393747964014,.0109880614974176,.0010142542761414,.0078324781892682
ES5,.0061299552369773,.0075396826031588,.4162033606766001,-.0086475511200772,.0209074615940318
ES6,.0135362901194405,.0101758371770149,.1834397114367957,-.0064079842600524,.0334805644989334
