effect,b,se,pvalue,ll,ul
Expunge1,1.723978460108672,2.125225056251468,.4172519348376493,-2.441386109186315,5.88934302940366
ES2,-1.713104363168777,1.954362855445423,.3807289935541658,-5.543585172564666,2.117376446227111
ES3,-1.368331823847899,2.039844058328058,.5023465639413149,-5.366352712248914,2.629689064553115
ES4,-1.981013796277729,2.080723381973237,.3410567332292548,-6.059156686735651,2.097129094180194
ES5,-1.565196835186742,2.078775275148624,.4514848773427476,-5.639521506430387,2.509127836056902
ES6,-1.660291409188511,2.096295271955536,.4283535684797032,-5.768954643182958,2.448371824805937
Sequence2,.2239109883212073,.2227840053161916,.3148686165812952,-.2127376384301082,.6605596150725228
Sequence3,.029832074937544,.0534044743422249,.576430450713751,-.0748387713865102,.1345029212615981
Sequence4,.0221864628032295,.1793224081129248,.9015339091625038,-.3292789987190963,.3736519243255554
Sequence5,.6300819854583853,.1974218484224961,.0014151090810339,.2431422727889673,1.017021698127803
Sequence6,0,,,,
