Expungement,Sequence,b,se,pvalue,ll,ul
0,1,-.21977343,.19994289,.27168912,-.61165428,.17210743
0,2,-.1054427,.20735222,.61108887,-.51184559,.30096018
0,3,-.36470902,.20943388,.081612766,-.7751919,.045773845
0,4,-.40229076,.22488196,.073631346,-.84305131,.038469795
0,5,-.47582939,.25838909,.065544993,-.98226273,.030603923
1,1,-.086878031,.37864879,.8185252,-.82901597,.65525991
1,2,-.34693491,.24639703,.15912159,-.82986426,.1359944
1,3,-.18590084,.26437232,.48194474,-.70406109,.33225939
1,4,-.70425683,.25548252,.0058410135,-1.2049934,-.2035203
1,5,-.61291343,.25268838,.015284348,-1.1081735,-.11765334
