Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.057108492,.025211828,.023503672,.0076942169,.10652277
0,2,.1046917,.038979523,.007235365,.028293235,.18109016
0,3,.12957656,.047354788,.0062135686,.036762893,.22239025
0,4,.13038519,.049071662,.0078830961,.034206495,.22656387
0,5,.14103845,.054108713,.0091452636,.034987323,.24708958
1,1,.047278184,.021103529,.02507161,.0059160283,.088640347
1,2,.091844559,.031523932,.0035741699,.030058786,.15363033
1,3,.10907297,.037731044,.0038426034,.035121482,.18302445
1,4,.13348739,.04349691,.0021485302,.048235014,.21873976
1,5,.11009468,.038478162,.0042200731,.034678873,.1855105
