effect,b,se,pvalue,ll,ul
0,.051083315,.31996399,.87315416,-.57603461,.67820126
2,-.044051643,.71908796,.95115179,-1.4534382,1.3653349
3,.34314317,.40903434,.4015196,-.45854944,1.1448357
4,-.27541411,.40324914,.49461478,-1.0657679,.51493967
5,.15094072,.34900203,.66538358,-.53309065,.83497208
6,.10795919,.35785061,.76289004,-.59341514,.8093335
