Expungement,Sequence,b,se,pvalue,ll,ul
0,1,7.712039,.3401849,0,7.0452886,8.3787889
0,2,7.5054684,.33124623,0,6.8562374,8.1546993
0,3,7.8080668,.35346517,0,7.1152878,8.5008459
0,4,8.0700474,.3501797,0,7.3837075,8.7563868
0,5,8.0868921,.3768684,0,7.3482432,8.8255405
1,1,7.6679873,.60816169,1.8964417e-36,6.4760122,8.8599625
1,2,7.8486114,.38018924,0,7.1034541,8.5937691
1,3,7.5326529,.39796376,0,6.7526584,8.3126478
1,4,8.2209883,.38838866,0,7.4597602,8.9822159
1,5,8.1948509,.37640432,0,7.4571123,8.9325895
