Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.76842576,.03495701,0,.69991124,.83694023
0,2,.75438082,.040069025,0,.67584699,.83291465
0,3,.76108396,.039329134,0,.68400031,.83816767
0,4,.75191033,.042976022,0,.66767883,.83614177
0,5,.79959619,.045157071,0,.71108997,.88810241
1,1,.71947962,.078942321,7.9405843e-20,.5647555,.87420374
1,2,.79810774,.048806824,0,.70244813,.89376736
1,3,.73945481,.049530368,0,.64237708,.83653253
1,4,.78387034,.046431947,0,.69286537,.87487525
1,5,.79349053,.046897717,0,.70157272,.88540834
