Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.018876495,.011100368,.089031525,-.0028798273,.040632814
0,2,.05747886,.025731251,.025495237,.0070465337,.10791118
0,3,.065607116,.02956075,.026459552,.0076691112,.12354513
0,4,.075387105,.034745611,.030030556,.0072869589,.14348724
0,5,.070215583,.033775497,.037627351,.0040168269,.13641433
1,1,.024588013,.010885605,.023898063,.0032526199,.045923404
1,2,.076624565,.026720565,.0041356524,.024253218,.12899591
1,3,.083602332,.030622693,.0063319379,.02358296,.14362171
1,4,.11917881,.037813447,.0016229113,.045065813,.1932918
1,5,.10080081,.036963496,.0063905935,.028353689,.17324793
