Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.018371996,.010532262,.08109732,-.0022708569,.03901485
0,2,.024880134,.013721815,.069803908,-.0020141292,.051774397
0,3,.037938826,.019167496,.047778707,.00037122486,.075506426
0,4,.042703107,.022235127,.054791681,-.00087694207,.086283155
0,5,.035323758,.020103047,.078894883,-.0040774904,.07472501
1,1,.010803781,.0059459801,.069218792,-.00085012609,.022457687
1,2,.032311913,.014881376,.029908599,.0031449518,.061478876
1,3,.030954396,.014471828,.03244039,.002590135,.059318658
1,4,.02516973,.013264338,.057755541,-.00082789577,.051167354
1,5,.027147818,.014129111,.054680008,-.00054473028,.054840367
