Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.060240988,.030499628,.04825243,.00046281744,.12001916
0,2,.10712103,.044708677,.016576063,.019493632,.19474842
0,3,.093727633,.04223774,.026483355,.010943187,.17651208
0,4,.1303138,.056363732,.020776853,.019842912,.24078467
0,5,.13701829,.060889326,.024430906,.017677406,.25635919
1,1,.046689682,.023544692,.047364783,.00054293394,.092836432
1,2,.090010233,.03590624,.01218251,.019635297,.16038518
1,3,.077949978,.032512125,.016504383,.014227387,.14167257
1,4,.06930615,.030542834,.023259444,.0094432971,.129169
1,5,.066404581,.029992905,.026828114,.0076195681,.12518959
