Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.041914806,.019464517,.031287599,.0037650531,.080064557
0,2,.078689277,.031668078,.012961924,.016620982,.14075756
0,3,.11911982,.044908572,.0079898983,.031100642,.20713902
0,4,.10219331,.039079525,.008922508,.025598852,.17878778
0,5,.14380404,.050851926,.0046854778,.0441361,.24347199
1,1,.038858984,.017697427,.028110424,.0041726618,.073545299
1,2,.10089072,.033489574,.0025901948,.035252355,.16652907
1,3,.088947549,.033616353,.0081459275,.023060709,.15483439
1,4,.15960044,.049186334,.0011752795,.063196994,.25600386
1,5,.12453629,.042141266,.003124563,.041940928,.20713165
