Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.042626701,.020048449,.033487909,.0033324612,.081920937
0,2,.077471264,.031238578,.013138722,.016244777,.13869774
0,3,.10666771,.041171208,.0095744058,.025973622,.18736179
0,4,.11659367,.042941827,.0066245003,.032429229,.2007581
0,5,.13817583,.048944779,.0047562243,.042245831,.23410583
1,1,.03890641,.017701047,.027951073,.0042129979,.073599823
1,2,.10986648,.034785736,.0015865008,.04168769,.17804526
1,3,.094400719,.034205802,.0057839076,.027358582,.16144286
1,4,.16656281,.048910599,.00066054059,.070699804,.26242584
1,5,.1222057,.041530047,.0032548411,.040808309,.20360309
