effect,b,se,pvalue,ll,ul
Expunge1,-1.222390996736571,1.364145062409839,.3702069493939183,-3.896066188747999,1.451284195274858
ES2,1.265860109890427,1.261230855575583,.3155374964947886,-1.206106943228355,3.737827163009209
ES3,.9074421517993966,1.295949773766474,.4837936808977761,-1.632572730555724,3.447457034154517
ES4,1.270948337224059,1.31667138800669,.3344077126426562,-1.309680162743417,3.851576837191534
ES5,.8636359814797354,1.323980687348542,.5142060139126697,-1.731318481949993,3.458590444909464
ES6,1.077314815240267,1.320908513575452,.4147368188400535,-1.511618298239955,3.666247928720489
Sequence2,-.1561702006282455,.1549589775427779,.3135426058689492,-.4598842156932412,.1475438144367502
Sequence3,.0175799129972875,.0309176718512059,.5696248852614292,-.0430176103169039,.0781774363114789
Sequence4,.2133070041022009,.1210194451147571,.0779705848947596,-.0238867497517447,.4505007579561464
Sequence5,-.4585854482830021,.1342687609453794,.0006368157937302,-.7217473839847638,-.1954235125812404
Sequence6,0,,,,
