effect,b,se,pvalue,ll,ul
0,-.049628455,.045041066,.2705273,-.13790733,.038650408
2,.085649356,.10971284,.4349975,-.12938386,.30068257
3,-.042808153,.062832035,.49567473,-.16595668,.080340371
4,-.016926479,.064047538,.79156423,-.14245735,.10860439
5,-.1681587,.057898894,.0036801582,-.28163844,-.054678939
6,-.13107267,.0573759,.022344798,-.24352737,-.018617971
