Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.74670631,.037587427,0,.67303628,.82037628
0,2,.72568637,.042296804,0,.6427862,.8085866
0,3,.79116595,.040206131,0,.71236342,.86996853
0,4,.80009824,.042539451,0,.71672249,.88347405
0,5,.81656414,.042364612,0,.73353106,.89959729
1,1,.79160959,.078864105,1.0413435e-23,.63703877,.9461804
1,2,.82149786,.04890855,0,.72563887,.91735685
1,3,.7818988,.046077576,0,.6915884,.87220919
1,4,.78082532,.046738058,0,.68922043,.87243026
1,5,.77101177,.045657177,0,.68152535,.86049819
