effect,b,se,pvalue,ll,ul
0,-.0031170328,.01301424,.81071061,-.028624475,.022390408
2,-.0039905207,.014488211,.78298414,-.032386892,.02440585
3,.019320143,.018520061,.29685524,-.016978508,.055618796
4,-.027065422,.021166462,.20100494,-.068550922,.014420082
5,.0073042517,.023732347,.75825262,-.039210293,.053818796
6,-.011287441,.02212026,.60985804,-.054642353,.032067474
