Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.061461106,.026480051,.020284992,.0095611606,.11336105
0,2,.10990293,.039709233,.0056454791,.032074258,.18773159
0,3,.1358337,.048081402,.0047269128,.041595887,.23007151
0,4,.13554788,.04948438,.0061587906,.038560271,.23253548
0,5,.15176025,.055898957,.0066295173,.042200308,.2613202
1,1,.050486121,.022022637,.021878835,.0073225456,.0936497
1,2,.098849244,.032527942,.002374416,.035095651,.16260284
1,3,.1208873,.03981518,.0023957146,.042850979,.19892362
1,4,.14536208,.04477413,.0011680713,.057606403,.23311776
1,5,.12114049,.040289752,.002640723,.04217403,.20010695
