effect,b,se,pvalue,ll,ul
Expunge1,-.9239918638159524,.9241924971206702,.3174155783019012,-2.735375872954604,.8873921453226986
ES2,.8287115863707151,.8426920032810471,.3254057819903506,-.8229343901200461,2.480357562861476
ES3,.9556157026771572,.8607146181054993,.266887659680228,-.731353949776768,2.642585355131082
ES4,.8796996142241971,.876337875185724,.3154576101955245,-.837891059428179,2.597290287876573
ES5,.9188387289358058,.8974164893289623,.3058962038082422,-.840065269281334,2.677742727152945
ES6,1.057383218737638,.8843048225242699,.2318048478669966,-.6758223847650155,2.790588822240291
Sequence2,.2005284351327278,.0801619568455365,.0123654065210759,.0434138867852222,.3576429834802334
Sequence3,-.0506210791991932,.0936563593640679,.5888536084157505,-.2341841704759068,.1329420120775204
Sequence4,0,,,,
Sequence5,-.0841325767592732,.0865530382084439,.3310331697329563,-.2537734144003424,.0855082608817961
Sequence6,-.2179606678572528,.0901818196167561,.0156532081355518,-.3947137863663825,-.041207549348123
