Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.28161535,.052490178,8.0901891e-08,.17873649,.38449419
0,2,.25132179,.056489751,8.6278806e-06,.14060393,.36203969
0,3,.2509535,.05939794,.00002389906,.13453569,.36737132
0,4,.22065306,.062206388,.00038947817,.09873078,.34257534
0,5,.17695114,.066489831,.0077833422,.046633478,.3072688
1,1,.37588969,.10905004,.00056695967,.16215555,.58962387
1,2,.32425654,.068539508,2.2347892e-06,.18992157,.45859152
1,3,.30842051,.07275071,.000022410242,.16583173,.45100927
1,4,.30011377,.067194536,7.9568435e-06,.16841489,.43181261
1,5,.2674818,.070845373,.00015964085,.12862743,.40633619
