Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.089532927,.029551791,.0024480042,.031612482,.14745337
0,2,.21475133,.051451378,.000029946928,.11390849,.3155942
0,3,.23136255,.056042906,.000036543715,.12152048,.34120464
0,4,.28696772,.066130057,.0000142843,.1573552,.41658026
0,5,.29394317,.070025451,.000026968519,.1566958,.43119052
1,1,.097992681,.031630341,.001947921,.035998359,.159987
1,2,.23564617,.055436093,.000021303527,.12699343,.34429893
1,3,.25958449,.059732739,.000013879083,.14251046,.3766585
1,4,.26886138,.062859111,.000018925355,.14565977,.39206296
1,5,.33165297,.075992905,.000012755258,.1827096,.48059633
