Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.041370913,.019104388,.030347964,.0039270022,.078814827
0,2,.063907653,.026721517,.016774299,.011534445,.11628086
0,3,.11106917,.04169742,.0077287774,.029343735,.19279461
0,4,.11587811,.042123187,.005942564,.033318173,.19843803
0,5,.13166657,.046606369,.0047269282,.040319767,.22301337
1,1,.036054492,.016573891,.029601734,.0035702633,.068538718
1,2,.09954381,.032579869,.0022477699,.035688445,.16339917
1,3,.091902263,.033226144,.0056755091,.026780218,.15702431
1,4,.14534591,.046075556,.0016076667,.055039473,.23565234
1,5,.13936093,.044382758,.0016895985,.052372325,.22634953
