Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.06298244,.031403959,.044903517,.0014318064,.12453306
0,2,.11021792,.045076221,.014479373,.021870147,.19856569
0,3,.097386584,.042857643,.023066759,.013387148,.18138602
0,4,.13545363,.057188228,.017857594,.023366751,.24754049
0,5,.1411842,.061208732,.021076998,.021217294,.26115111
1,1,.048324373,.024035899,.044377424,.0012148768,.095433868
1,2,.093260169,.036423989,.010455022,.02187046,.16464987
1,3,.080332935,.032725655,.014098692,.016191835,.14447404
1,4,.072621278,.031073716,.019435829,.011717915,.13352464
1,5,.069303021,.030531345,.023213813,.0094626816,.12914336
