Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.017321909,.010225876,.090278752,-.0027204393,.037364259
0,2,.02172167,.01207319,.071992472,-.0019413482,.045384686
0,3,.018006388,.01064441,.090716824,-.0028562725,.038869049
0,4,.026845481,.01489916,.071575016,-.0023563344,.056047298
0,5,.016779346,.010933622,.12486838,-.0046501579,.03820885
1,1,.0067560654,.0037985032,.075303309,-.00068886415,.014200995
1,2,.012346377,.0060053938,.039793961,.00057602121,.024116732
1,3,.014404678,.0076372251,.059279576,-.00056400785,.029373365
1,4,.0086105885,.0052146916,.098694228,-.0016100191,.018831195
1,5,.003385481,.0023385533,.14770608,-.0011979995,.0079689613
