effect,b,se,pvalue,ll,ul
0,-.044058766,.022311233,.048298262,-.087787978,-.00032955309
2,-.028732348,.021028278,.17182377,-.069947012,.01248232
3,-.022502938,.027288321,.40957814,-.075987071,.030981189
4,-.020453231,.029358076,.48600209,-.077994004,.037087541
5,-.072335266,.032205723,.024701599,-.13545732,-.0092132082
6,-.083320156,.030915916,.0070376592,-.14391424,-.022726074
