effect,b,se,pvalue,ll,ul
Expunge1,-.8464287687724568,.9213110609138946,.3582409835487145,-2.652165266722078,.9593077291771643
ES2,.7482225646449896,.837099501556554,.3714141867419282,-.892462309882287,2.388907439172266
ES3,.8744873261487025,.8567207239160606,.3073786256237386,-.8046544375358591,2.553629089833264
ES4,.8032110659387621,.8721802942874101,.3570905260807265,-.9062308988901069,2.512653030767631
ES5,.8353896338348121,.8921269437407339,.349066145073082,-.913147045534817,2.583926313204441
ES6,.9990580612046226,.8793813735962657,.2559181019699417,-.7244977597194199,2.722613882128665
Sequence2,.2045652230729297,.0846549183225914,.0156722485213999,.0386446320464706,.3704858140993889
Sequence3,-.0404377650821568,.0942913179143677,.6680251847755312,-.2252453522491338,.1443698220848202
Sequence4,0,,,,
Sequence5,-.0821040983444465,.0864697535151077,.3423600968636083,-.2515817009861133,.0873735042972203
Sequence6,-.2066626407638847,.0902845083198334,.022078450653197,-.3836170254326649,-.0297082560951044
