Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.099198997,.041541375,.016942341,.017779402,.1806186
0,2,.076050691,.042033188,.070404232,-.0063328394,.15843423
0,3,.079205886,.046369612,.087609977,-.011676882,.17008866
0,4,.1234858,.045727868,.006924584,.033860825,.21311077
0,5,.065434515,.046016451,.15503182,-.024756076,.1556251
1,1,.16523568,.087087706,.05778202,-.005453079,.33592445
1,2,.096861348,.049219552,.049074419,.0003927997,.1933299
1,3,.085868269,.048072137,.07406076,-.0083513875,.18008792
1,4,-.0078274161,.045848753,.86444193,-.097689323,.082034491
1,5,.03305665,.047624178,.48761019,-.060285024,.12639832
