effect,b,se,pvalue,ll,ul
Expunge1,-.189914207435301,.1221014436109037,.1198554695747264,-.4292286393730205,.0494002245024185
Sequence3,0,,,,
Sequence4,0,,,,
Sequence5,0,,,,
Sequence6,0,,,,
ES3,.0678593840195379,.0378934364373162,.073326166094843,-.0064103866480597,.1421291546871354
ES4,.0017341781817697,.001972132065037,.3792159721353539,-.0021311296384593,.0055994860019988
ES5,.009174961801204,.0083580010574088,.272315439506341,-.007206419254065,.0255563428564731
ES6,-.1205651223692932,.0397813641823875,.0024399277940678,-.1985351634226444,-.042595081315942
