Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.057630248,.025435673,.023468213,.0077772429,.10748325
0,2,.10768461,.039660588,.0066244919,.029951287,.18541794
0,3,.13371465,.048194598,.0055291075,.039254978,.22817433
0,4,.13361157,.049727298,.0072121643,.036147851,.23107529
0,5,.15430562,.056653079,.0064556408,.043267623,.26534361
1,1,.047406521,.02120099,.025348356,.0058533424,.088959701
1,2,.094908476,.032315969,.0033152071,.031570341,.15824661
1,3,.11581431,.039257698,.0031766628,.038870644,.19275798
1,4,.14085416,.044747822,.001645422,.05315005,.22855829
1,5,.12042062,.040484693,.0029349243,.041072082,.19976917
