Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.089924246,.030171109,.0028780145,.030789958,.14905854
0,2,.22135222,.053507596,.000035212564,.11647926,.32622519
0,3,.24738991,.05980631,.000035261473,.1301717,.36460814
0,4,.30933854,.071241967,.000014113816,.16970685,.44897026
0,5,.3026832,.070289999,.000016607848,.16491733,.44044906
1,1,.10195347,.033258993,.002173495,.036767039,.16713989
1,2,.23684663,.056279,.000025714331,.12654181,.34715143
1,3,.27122924,.06345582,.000019173842,.14685811,.39560035
1,4,.296415,.066299617,7.7912937e-06,.16647014,.42635986
1,5,.34591001,.07668101,6.4514961e-06,.19561799,.49620202
