Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.022014299,.011890494,.064109154,-.0012906417,.045319241
0,2,.060050238,.025779981,.019841278,.0095224017,.11057808
0,3,.078030214,.033109907,.018437985,.013135993,.14292444
0,4,.086523689,.038646646,.025166281,.01077765,.16226973
0,5,.090691201,.04010864,.023750655,.012079718,.16930269
1,1,.029266557,.013602031,.031426404,.0026070648,.055926047
1,2,.080965094,.030015158,.0069867857,.022136463,.13979372
1,3,.09375903,.034827996,.0071012322,.025497412,.16202064
1,4,.13471887,.047417846,.0044958126,.041781601,.22765614
1,5,.12948611,.047877576,.0068402076,.035647787,.22332445
