Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.079242118,.027265446,.0036570681,.025802828,.13268141
0,2,.19516431,.04742869,.000038734768,.10220578,.28812283
0,3,.20542608,.05072898,.000051331186,.1059991,.30485305
0,4,.26465455,.061413158,.000016368977,.14428698,.38502213
0,5,.30666566,.07028234,.000012809236,.16891481,.44441652
1,1,.089218512,.029685497,.0026518139,.031036003,.14740102
1,2,.20583585,.0492003,.000028689106,.10940503,.30226666
1,3,.23015782,.05325665,.000015485066,.12577671,.33453894
1,4,.26124123,.058423642,7.7673521e-06,.14673297,.37574944
1,5,.28957769,.066533938,.000013469806,.15917356,.41998184
