effect,b,se,pvalue,ll,ul
0,-.0049120234,.13208196,.97033411,-.2637879,.25396383
2,-.1277898,.24440221,.60106701,-.60680932,.35122976
3,.029720696,.16690964,.85867226,-.29741618,.35685757
4,-.042785138,.15046948,.77614653,-.33769989,.25212961
5,-.021436576,.14643531,.883614,-.3084445,.26557136
6,.14852217,.14471422,.3047438,-.13511249,.43215683
