Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.80305815,.035438698,0,.7335996,.87251675
0,2,.79912806,.040462092,0,.71982384,.87843227
0,3,.83555126,.040394258,0,.75638002,.91472256
0,4,.81532913,.039436091,0,.7380358,.89262241
0,5,.80157602,.04398673,0,.71536362,.88778847
1,1,.74997646,.07815212,8.2811447e-22,.5968011,.90315175
1,2,.81477332,.045036655,0,.72650307,.90304351
1,3,.76093352,.049680922,0,.66356075,.85830635
1,4,.8114484,.045963444,0,.7213617,.90153509
1,5,.85557437,.046114948,0,.76519078,.94595802
