Expungement,Sequence,b,se,pvalue,ll,ul
0,1,2.8188274,.12553522,0,2.5727828,3.0648718
0,2,2.8974075,.12903383,0,2.644506,3.1503093
0,3,2.8325896,.13230555,0,2.5732756,3.0919039
0,4,3.0029385,.1389911,0,2.730521,3.2753561
0,5,2.9574943,.15141843,0,2.6607196,3.2542689
1,1,3.0131469,.24377458,4.2811926e-35,2.5353575,3.490936
1,2,3.0784106,.15936631,0,2.7660584,3.390763
1,3,2.8129783,.1480749,0,2.5227568,3.1031997
1,4,2.9935436,.15150008,0,2.6966088,3.2904782
1,5,3.1359692,.16187561,0,2.8186989,3.4532394
