Expungement,Sequence,b,se,pvalue,ll,ul
0,1,3.1911449,.12861606,0,2.9390621,3.4432278
0,2,3.0586383,.12853897,0,2.8067067,3.31057
0,3,3.198668,.1357044,0,2.9326923,3.464644
0,4,3.1101134,.13911681,0,2.8374493,3.3827772
0,5,3.0638697,.14912361,0,2.7715929,3.3561468
1,1,3.1297696,.21391341,0,2.7105069,3.5490322
1,2,3.1201625,.16030431,0,2.8059719,3.4343531
1,3,3.1601036,.15365586,0,2.8589437,3.4612637
1,4,3.1235766,.16296232,0,2.8041766,3.442977
1,5,3.1932957,.16027485,0,2.8791628,3.5074286
