effect,b,se,pvalue,ll,ul
Expunge,.4388991612559582,7.1540174,.95108044,-13.582717,14.460516
TE,-.5571126702097832,1.2376879,.65262127,-2.9829364,1.8687111
Sequence,.3131194470842547,.16379237,.055916589,-.0079077026,.63414657
