Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.11827666,.040397678,.0034136029,.039098665,.19745465
0,2,.091569424,.042001039,.029244833,.0092488984,.17388995
0,3,.097099595,.045796283,.033984911,.0073405346,.18685867
0,4,.14135017,.045805994,.002029751,.051572066,.23112826
0,5,.088542052,.045237936,.050317816,-.0001226725,.17720678
1,1,.17914838,.087548472,.040729184,.0075565209,.35074022
1,2,.11581122,.049818363,.020089645,.018169025,.21345341
1,3,.10572053,.047713358,.026709132,.012204059,.19923699
1,4,.014359685,.044807658,.74860913,-.073461704,.10218108
1,5,.056077916,.047998175,.24267195,-.037996784,.15015261
