Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.040564243,.018608464,.029266257,.004092325,.077036165
0,2,.08125829,.03157866,.010076215,.019365259,.14315133
0,3,.1066411,.040598784,.0086215576,.027068948,.18621325
0,4,.12504287,.044893671,.0053476281,.037052892,.21303286
0,5,.12434019,.045131303,.0058678426,.035884462,.21279593
1,1,.037167303,.017154723,.03026589,.0035446661,.070789941
1,2,.094018847,.031433102,.0027799474,.032411102,.1556266
1,3,.096403964,.034883816,.0057172328,.028032942,.16477498
1,4,.14010313,.045583326,.0021152038,.050761458,.2294448
1,5,.097232334,.035859615,.0066985223,.026948784,.16751589
