Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.089049138,.042770032,.037338339,.005221419,.17287686
0,2,.059955217,.042910546,.16234922,-.024147909,.14405835
0,3,.0064068576,.045186289,.88724774,-.082156636,.094970353
0,4,.068470217,.045928091,.1360105,-.021547191,.15848762
0,5,-.016336845,.045778826,.72119313,-.1060617,.073388003
1,1,.18956737,.089910254,.034995839,.013346506,.36578822
1,2,.018510606,.051936172,.72153306,-.083282419,.12030363
1,3,-.0093483413,.050532229,.85323089,-.10838969,.08969301
1,4,-.10550573,.048059575,.028141268,-.19970077,-.011310697
1,5,-.13300079,.047356308,.0049770903,-.22581744,-.040184136
