Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.30039075,.051283661,4.7006798e-09,.19987664,.40090489
0,2,.26142791,.055972472,3.0024589e-06,.15172388,.37113193
0,3,.27482441,.056944769,1.3919243e-06,.16321473,.38643411
0,4,.27736989,.06258852,9.3518420e-06,.15469864,.40004116
0,5,.2008462,.064552471,.0018622567,.074325673,.32736671
1,1,.33190098,.10450934,.0014942285,.12706643,.53673553
1,2,.33260173,.065843225,4.3853939e-07,.20355137,.46165207
1,3,.25077361,.069330372,.00029794342,.11488857,.38665864
1,4,.24004497,.069292553,.00053176202,.10423406,.37585586
1,5,.27212346,.072515778,.00017500269,.12999515,.41425177
