Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.33569369,.053286251,2.9799502e-10,.23125456,.44013283
0,2,.28540701,.057201564,6.0536905e-07,.17329399,.39752001
0,3,.34249231,.064664327,1.1806622e-07,.21575257,.46923208
0,4,.27535561,.067755103,.000048242317,.14255804,.40815318
0,5,.24054548,.070556723,.00065141841,.10225685,.37883413
1,1,.30251279,.11029138,.0060908347,.086345665,.51867992
1,2,.2675527,.068927117,.00010373931,.13245803,.40264738
1,3,.17491874,.068025447,.010129641,.041591313,.30824617
1,4,.23260516,.066363022,.00045653534,.10253604,.3626743
1,5,.26009825,.070343681,.00021770307,.12222715,.39796931
