"stid","seq","moved_uty","treatment","expunge","white","female","age_enroll","income","income_lag","house_sat","move_deter","unemployed","unemploy_lag","ps_employed","ps_moved","local_unemploy","married","dependent","year"
"KSSTID0150",2,0,1,0,0,0,50,8.43598313599069,8.52297643617196,,0,1,1,0,0,5.066666667,0,0,2021
"KSSTID0150",3,0,1,0,0,0,50,8.23536064375335,8.43598313599069,1,0,1,1,0,0,4.633333333,0,0,2021
"KSSTID0150",4,0,1,0,0,0,50,0,8.23536064375335,1,,1,1,0,0,3.366666667,0,0,2022
"KSSTID0150",5,1,1,0,0,0,50,0,0,,,1,1,0,0,2.966666667,0,0,2022
"KSSTID0150",6,0,1,0,0,0,50,0,0,,,1,1,0,0,3.333333333,0,0,2022
"KSSTID0151",1,0,0,0,1,0,49,0,6.40040693579569,2,0,1,0,1,0,3.75,1,1,2021
"KSSTID0151",2,0,0,0,1,0,49,0,0,3,0,1,1,1,0,3.45,1,1,2021
"KSSTID0151",3,0,0,0,1,0,49,0,0,2,0,1,1,1,0,2.266666667,1,1,2021
"KSSTID0151",4,0,0,0,1,0,49,0,0,3,0,1,1,1,0,2.8,1,0,2022
"KSSTID0151",5,0,0,0,1,0,49,0,0,3,1,1,1,1,0,2.616666667,0,0,2022
"KSSTID0151",6,0,0,0,1,0,49,0,0,2,0,1,1,1,0,3.266666667,1,0,2022
"KSSTID0152",1,0,1,0,0,0,63,0,0,1,1,1,1,1,0,5.7,0,0,2021
"KSSTID0152",2,1,1,0,0,0,63,0,0,1,1,1,1,1,0,5.066666667,1,0,2021
"KSSTID0152",3,0,1,0,0,0,63,0,0,1,1,1,1,1,0,3.066666667,1,0,2021
"KSSTID0152",4,1,1,0,0,0,63,0,0,2,0,1,1,1,0,3.366666667,1,0,2022
"KSSTID0152",5,0,1,0,0,0,63,0,0,3,0,1,1,1,0,2.966666667,1,0,2022
"KSSTID0152",6,0,1,0,0,0,63,0,0,1,1,1,1,1,0,3.333333333,0,0,2022
"KSSTID0153",1,0,0,0,1,0,39,10.3029500140884,9.77200776820904,3,0,0,0,1,0,2.033333333,1,1,2021
"KSSTID0153",2,0,0,0,1,0,39,9.87072879589724,10.3029500140884,4,0,0,0,1,0,2.166666667,1,1,2021
"KSSTID0153",3,0,0,0,1,0,39,9.89650422576996,9.87072879589724,3,0,0,0,1,0,1.466666667,1,1,2021
"KSSTID0153",4,0,0,0,1,0,39,10.4594816471936,9.89650422576996,3,0,0,0,1,0,1.766666667,1,1,2022
"KSSTID0153",5,0,0,0,1,0,39,9.86943271325043,10.4594816471936,4,0,0,0,1,0,2.066666667,1,1,2022
"KSSTID0153",6,0,0,0,1,0,39,9.96821433720101,9.86943271325043,3,0,0,0,1,0,2.6,1,1,2022
"KSSTID0154",1,1,0,0,0,0,30,9.28536435303704,8.59658276276575,,1,0,0,0,1,2.95,0,0,2021
"KSSTID0154",2,1,0,0,0,0,30,9.60398725246437,9.28536435303704,,1,0,0,0,1,2.766666667,0,0,2021
"KSSTID0154",3,0,0,0,0,0,30,9.03990785957464,9.60398725246437,,0,0,0,0,0,1.833333333,0,0,2021
"KSSTID0154",4,0,0,0,0,0,30,8.90035679262764,9.03990785957464,2,0,0,0,0,1,2.183333333,1,1,2022
"KSSTID0154",5,0,0,0,0,0,30,9.31779738843959,8.90035679262764,,,0,0,0,0,2.216666667,0,1,2022
"KSSTID0154",6,0,0,0,0,0,30,9.2292151179432,9.31779738843959,,,0,0,0,0,2.883333333,1,1,2022
"KSSTID0155",1,0,0,0,0,1,40,0,7.09773907238914,1,1,1,0,1,0,5.7,0,1,2021
"KSSTID0155",2,0,0,0,0,1,40,8.15277405274407,0,2,1,1,1,1,0,5.066666667,0,1,2021
"KSSTID0155",3,0,0,0,0,1,40,0,8.15277405274407,1,1,1,1,1,0,3.066666667,0,1,2021
"KSSTID0155",4,1,0,0,0,1,40,0,0,2,0,1,1,1,0,3.366666667,0,1,2022
"KSSTID0155",5,1,0,0,0,1,40,0,0,4,0,1,1,1,0,2.966666667,0,1,2022
"KSSTID0155",6,1,0,0,0,1,40,5.98790823090521,0,3,0,0,1,1,0,3.333333333,0,1,2022
"KSSTID0156",1,0,1,0,1,0,35,8.59258652285595,8.47104244092791,3,1,1,0,0,0,4.55,0,0,2021
"KSSTID0156",2,1,1,0,1,0,35,7.64565591572925,8.59258652285595,,,1,1,0,0,4.15,0,0,2021
"KSSTID0156",3,0,1,0,1,0,35,0,7.64565591572925,2,0,1,1,0,0,2.55,0,0,2021
"KSSTID0156",4,0,1,0,1,0,35,0,0,4,,1,1,0,0,2.916666667,0,0,2022
"KSSTID0156",5,0,1,0,1,0,35,7.68075284102982,0,,,0,1,0,0,2.716666667,1,0,2022
"KSSTID0156",6,0,1,0,1,0,35,7.89865985503518,7.68075284102982,,,0,0,0,0,3.083333333,0,0,2022
"KSSTID0157",1,0,1,0,1,1,37,9.00139233587643,8.78052929119109,3,1,0,0,1,0,5.7,0,0,2021
"KSSTID0157",2,0,1,0,1,1,37,8.82243862116361,9.00139233587643,3,0,0,0,1,0,5.066666667,0,0,2021
"KSSTID0157",3,0,1,1,1,1,37,0,8.82243862116361,3,0,1,0,1,0,3.066666667,0,0,2021
"KSSTID0157",4,0,1,1,1,1,37,0,0,3,0,1,1,1,0,3.366666667,0,0,2022
"KSSTID0157",5,0,1,1,1,1,37,0,0,3,1,1,1,1,0,2.966666667,0,0,2022
"KSSTID0157",6,0,1,1,1,1,37,7.84188199970382,0,3,1,0,1,1,0,3.333333333,0,0,2022
"KSSTID0158",1,0,1,0,0,0,41,9.21001331850002,8.62686340696207,3,1,0,0,0,0,4.066666667,0,0,2021
"KSSTID0158",2,0,1,0,0,0,41,9.45243834782704,9.21001331850002,1,1,0,0,0,0,3.533333333,0,0,2021
"KSSTID0158",3,0,1,1,0,0,41,9.5734434113695,9.45243834782704,1,1,0,0,0,0,2.4,0,0,2021
"KSSTID0158",4,0,1,1,0,0,41,9.68674348080249,9.5734434113695,4,1,0,0,0,0,3.066666667,0,0,2022
"KSSTID0158",5,0,1,1,0,0,41,9.83155858923272,9.68674348080249,1,1,0,0,0,0,2.7,1,0,2022
"KSSTID0158",6,0,1,1,0,0,41,9.88816221719284,9.83155858923272,1,1,0,0,0,0,3.166666667,0,0,2022
"KSSTID0159",1,1,1,0,0,0,34,9.51826247604892,9.18115252092374,1,1,0,0,0,1,4.266666667,0,1,2021
"KSSTID0159",2,1,1,0,0,0,34,9.41783816423351,9.51826247604892,1,1,0,0,0,1,3.833333333,0,1,2021
"KSSTID0159",3,1,1,0,0,0,34,6.74631811710391,9.41783816423351,2,1,0,0,0,1,2.5,0,1,2021
"KSSTID0159",4,1,1,0,0,0,34,0,6.74631811710391,4,1,1,0,0,1,3.3,1,1,2022
"KSSTID0159",5,0,1,0,0,0,34,0,0,2,1,1,1,0,1,2.833333333,1,1,2022
"KSSTID0159",6,0,1,0,0,0,34,0,0,3,1,1,1,0,1,3.366666667,1,1,2022
"KSSTID0160",1,0,0,0,1,1,53,8.12622252945853,8.26335586902696,4,0,0,0,1,0,1.6,0,0,2021
"KSSTID0160",2,0,0,0,1,1,53,8.0643219609108,8.12622252945853,3,0,0,0,1,0,1.966666667,0,0,2021
"KSSTID0160",3,0,0,0,1,1,53,8.09894674894334,8.0643219609108,2,0,0,0,1,0,1.766666667,1,0,2021
"KSSTID0160",4,0,0,0,1,1,53,8.13402759080284,8.09894674894334,4,0,0,0,1,0,2.033333333,0,0,2022
"KSSTID0160",5,0,0,0,1,1,53,8.54608380930728,8.13402759080284,2,0,0,0,1,0,2.3,1,0,2022
"KSSTID0160",6,0,0,0,1,1,53,9.15748585952168,8.54608380930728,3,0,0,0,1,0,2.833333333,0,0,2022
"KSSTID0161",1,0,1,0,0,1,27,9.27235696572649,8.99120004704802,1,1,0,0,1,0,5.7,0,1,2021
"KSSTID0161",2,0,1,0,0,1,27,9.16927668158317,9.27235696572649,3,0,0,0,1,0,5.066666667,0,1,2021
"KSSTID0161",3,1,1,1,0,1,27,9.62109281081663,9.16927668158317,4,0,0,0,1,0,3.066666667,0,1,2021
"KSSTID0161",4,0,1,1,0,1,27,9.13614793471692,9.62109281081663,4,0,0,0,1,0,3.366666667,0,1,2022
"KSSTID0161",5,0,1,1,0,1,27,9.21686404646343,9.13614793471692,3,0,0,0,1,0,2.966666667,0,1,2022
"KSSTID0161",6,0,1,1,0,1,27,9.2324051445736,9.21686404646343,4,0,0,0,1,0,3.333333333,0,1,2022
"KSSTID0162",1,0,0,0,1,0,43,0,4.70329458398129,1,0,1,0,1,0,5.7,0,0,2021
"KSSTID0162",2,0,0,0,1,0,43,0,0,3,0,1,1,1,0,5.066666667,0,0,2021
"KSSTID0162",3,0,0,0,1,0,43,9.33286503720715,0,1,0,0,1,1,0,3.066666667,0,0,2021
"KSSTID0162",4,0,0,0,1,0,43,9.09044811347239,9.33286503720715,2,0,0,0,1,0,3.366666667,1,0,2022
"KSSTID0162",5,0,0,0,1,0,43,9.166050914415,9.09044811347239,2,0,0,0,1,0,2.966666667,1,0,2022
"KSSTID0162",6,0,0,0,1,0,43,9.1733993782867,9.166050914415,3,0,0,0,1,0,3.333333333,1,0,2022
"KSSTID0163",1,0,0,0,1,0,70,0,0,2,1,1,1,1,0,5.566666667,1,0,2021
"KSSTID0163",2,0,0,0,1,0,70,0,0,1,1,1,1,1,0,4.7,1,0,2021
"KSSTID0163",3,0,0,0,1,0,70,0,0,1,1,1,1,1,0,2.866666667,0,0,2021
"KSSTID0163",4,0,0,0,1,0,70,0,0,2,1,1,1,1,0,3.233333333,0,0,2022
"KSSTID0163",5,0,0,0,1,0,70,0,0,1,1,1,1,1,0,2.966666667,1,0,2022
"KSSTID0163",6,0,0,0,1,0,70,0,0,1,1,1,1,1,0,3.366666667,1,0,2022
"KSSTID0164",1,0,0,0,1,1,53,8.67387039118807,8.78380534389559,4,0,0,0,1,0,5.7,0,0,2021
"KSSTID0164",2,0,0,0,1,1,53,8.74684829647402,8.67387039118807,3,1,0,0,1,0,5.066666667,0,0,2021
"KSSTID0164",3,0,0,0,1,1,53,9.00519266965799,8.74684829647402,3,0,0,0,1,0,3.066666667,0,0,2021
"KSSTID0164",4,0,0,0,1,1,53,9.04558010903673,9.00519266965799,2,0,0,0,1,0,3.366666667,0,0,2022
"KSSTID0164",5,0,0,0,1,1,53,9.05083219971448,9.04558010903673,3,0,0,0,1,0,2.966666667,0,0,2022
"KSSTID0164",6,0,0,0,1,1,53,9.18224846331998,9.05083219971448,2,0,0,0,1,0,3.333333333,1,0,2022
"KSSTID0165",1,0,1,0,0,1,33,8.28003184833382,8.69230884795986,,1,1,0,0,0,5.7,0,0,2021
"KSSTID0165",2,0,1,0,0,1,33,9.60075952187908,8.28003184833382,1,1,1,1,0,0,5.066666667,0,0,2021
"KSSTID0165",3,1,1,1,0,1,33,8.62439960236061,9.60075952187908,1,1,0,1,0,0,3.066666667,0,0,2021
"KSSTID0165",4,0,1,1,0,1,33,8.98095739587195,8.62439960236061,3,0,0,0,0,0,3.366666667,0,0,2022
"KSSTID0165",5,0,1,1,0,1,33,8.8892835056392,8.98095739587195,3,0,0,0,0,0,2.966666667,0,0,2022
"KSSTID0165",6,0,1,1,0,1,33,8.83128834681964,8.8892835056392,3,0,0,0,0,0,3.333333333,0,0,2022
"KSSTID0166",1,1,1,0,1,1,50,8.86484131593382,9.07009966501155,4,0,0,0,1,1,2.55,0,0,2021
"KSSTID0166",2,0,1,0,1,1,50,8.81839347966893,8.86484131593382,4,0,0,0,1,1,2.333333333,0,0,2021
"KSSTID0166",3,0,1,1,1,1,50,8.74258062334629,8.81839347966893,3,0,0,0,1,1,1.65,0,0,2021
"KSSTID0166",4,0,1,1,1,1,50,8.48751924254557,8.74258062334629,2,0,0,0,1,1,2.183333333,1,0,2022
"KSSTID0166",5,0,1,1,1,1,50,8.36759048718501,8.48751924254557,3,0,0,0,1,1,2.166666667,1,0,2022
"KSSTID0166",6,0,1,1,1,1,50,8.93943281730939,8.36759048718501,3,0,0,0,1,1,2.65,1,0,2022
"KSSTID0167",1,0,0,0,1,1,60,8.37989471222247,8.10494513101124,2,0,0,0,1,1,3.133333333,0,0,2021
"KSSTID0167",2,1,0,0,1,1,60,8.43335060667895,8.37989471222247,2,1,0,0,1,1,3.266666667,0,0,2021
"KSSTID0167",3,1,0,0,1,1,60,9.29619508028243,8.43335060667895,1,1,0,0,1,1,2.166666667,0,0,2021
"KSSTID0167",4,1,0,0,1,1,60,9.01482779496301,9.29619508028243,1,0,0,0,1,1,2.366666667,0,0,2022
"KSSTID0167",5,0,0,0,1,1,60,8.18360678677348,9.01482779496301,1,0,0,0,1,1,2.533333333,0,0,2022
"KSSTID0167",6,0,0,0,1,1,60,8.71650132264558,8.18360678677348,,,0,0,1,1,3,0,0,2022
"KSSTID0168",1,0,0,0,1,1,41,0,0,4,0,1,1,1,0,2.95,1,0,2021
"KSSTID0168",2,0,0,0,1,1,41,8.17162208534569,0,4,0,0,1,1,0,2.933333333,1,0,2021
"KSSTID0168",3,1,0,0,1,1,41,8.34948198180285,8.17162208534569,3,0,0,0,1,0,1.833333333,1,0,2021
"KSSTID0168",4,1,0,0,1,1,41,7.63954608313429,8.34948198180285,3,0,0,0,1,0,2.183333333,1,0,2022
"KSSTID0168",5,0,0,0,1,1,41,8.37908218549522,7.63954608313429,3,0,0,0,1,0,2.216666667,1,0,2022
"KSSTID0168",6,0,0,0,1,1,41,8.04896398694729,8.37908218549522,4,0,0,0,1,0,2.883333333,1,0,2022
"KSSTID0169",1,1,1,0,1,0,41,8.372398606513,8.78262658743133,3,1,0,0,0,0,3.4,1,1,2021
"KSSTID0169",2,0,1,1,1,0,41,6.95053695207741,8.372398606513,3,0,0,0,0,0,3.333333333,1,1,2021
"KSSTID0169",3,0,1,1,1,0,41,9.65528641578706,6.95053695207741,3,0,0,0,0,0,2.466666667,1,1,2022
"KSSTID0169",4,0,1,1,1,0,41,9.14013998602271,9.65528641578706,4,0,0,0,0,0,2.4,1,1,2022
"KSSTID0169",5,0,1,1,1,0,41,9.41255932281764,9.14013998602271,,0,0,0,0,0,2.9,1,1,2022
"KSSTID0169",6,0,1,1,1,0,41,9.27379299123566,9.41255932281764,2,0,0,0,0,0,2.333333333,1,1,2022
"KSSTID0170",1,1,1,0,1,0,37,0,8.28048302838006,1,0,1,0,1,1,2.766666667,1,1,2021
"KSSTID0170",2,1,1,0,1,0,37,0,0,2,1,1,1,1,1,2.933333333,1,1,2021
"KSSTID0170",3,1,1,1,1,0,37,0,0,2,0,1,1,1,1,2.183333333,1,1,2022
"KSSTID0170",4,1,1,1,1,0,37,0,0,1,0,1,1,1,1,2.216666667,1,1,2022
"KSSTID0170",5,0,1,1,1,0,37,0,0,3,0,1,1,1,1,2.883333333,1,1,2022
"KSSTID0170",6,0,1,1,1,0,37,0,0,2,0,1,1,1,1,2.383333333,1,1,2022
"KSSTID0171",1,0,0,0,0,1,31,8.90620230599717,8.88623218450834,3,0,0,0,1,0,2.188888889,0,1,2021
"KSSTID0171",2,0,0,0,0,1,31,9.04359369460401,8.90620230599717,,0,0,0,1,0,2.633333333,0,1,2021
"KSSTID0171",3,0,0,0,0,1,31,8.93537048949872,9.04359369460401,3,0,0,0,1,0,2.255555556,1,1,2022
"KSSTID0171",4,0,0,0,0,1,31,9.10439412925819,8.93537048949872,3,0,0,0,1,0,2.288888889,0,1,2022
"KSSTID0171",5,0,0,0,0,1,31,9.04746137766285,9.10439412925819,3,1,0,0,1,0,2.855555556,0,1,2022
"KSSTID0171",6,0,0,0,0,1,31,9.06975789305297,9.04746137766285,3,0,0,0,1,0,2.333333333,1,1,2022
"KSSTID0172",1,0,1,0,1,0,45,9.64284979679434,9.48059420104995,2,0,0,0,1,0,2.766666667,0,1,2021
"KSSTID0172",2,0,1,1,1,0,45,9.40103097705145,9.64284979679434,3,0,0,0,1,0,2.933333333,0,1,2021
"KSSTID0172",3,0,1,1,1,0,45,9.62041484064125,9.40103097705145,3,0,0,0,1,0,2.183333333,1,1,2022
"KSSTID0172",4,0,1,1,1,0,45,9.41360361297697,9.62041484064125,3,0,0,0,1,0,2.216666667,1,1,2022
"KSSTID0172",5,0,1,1,1,0,45,9.72904606627264,9.41360361297697,3,0,0,0,1,0,2.883333333,1,1,2022
"KSSTID0172",6,0,1,1,1,0,45,10.0060351155497,9.72904606627264,3,0,0,0,1,0,2.383333333,1,1,2022
"KSSTID0173",1,0,0,0,1,1,42,8.87009964350087,8.94729887824071,4,0,0,0,1,0,2.766666667,0,1,2021
"KSSTID0173",2,0,0,0,1,1,42,9.06833085569804,8.87009964350087,4,0,0,0,1,0,2.933333333,0,1,2021
"KSSTID0173",3,0,0,0,1,1,42,8.95662291587813,9.06833085569804,4,1,0,0,1,0,2.183333333,1,1,2022
"KSSTID0173",4,0,0,0,1,1,42,9.03770931030082,8.95662291587813,4,1,0,0,1,0,2.216666667,1,1,2022
"KSSTID0173",5,0,0,0,1,1,42,9.22007978949959,9.03770931030082,4,1,0,0,1,0,2.883333333,1,1,2022
"KSSTID0173",6,0,0,0,1,1,42,9.31563598552791,9.22007978949959,3,0,0,0,1,0,2.383333333,1,1,2022
"KSSTID0174",1,0,0,0,1,1,41,8.45662119321516,8.77524200385456,3,0,0,0,0,0,2.933333333,0,1,2021
"KSSTID0174",2,0,0,0,1,1,41,6.99530817599,8.45662119321516,2,0,0,0,0,0,3.111111111,0,1,2021
"KSSTID0174",3,0,0,0,1,1,41,8.65021770559959,6.99530817599,2,0,0,0,0,0,2.511111111,1,1,2022
"KSSTID0174",4,0,0,0,1,1,41,8.62447685663591,8.65021770559959,2,0,0,0,0,0,2.4,1,1,2022
"KSSTID0174",5,0,0,0,1,1,41,8.38420793534628,8.62447685663591,3,0,0,0,0,0,2.922222222,1,1,2022
"KSSTID0174",6,0,0,0,1,1,41,8.84742600324743,8.38420793534628,3,0,0,0,0,0,2.422222222,1,1,2022
"KSSTID0175",1,0,0,0,1,1,46,0,0,1,1,1,1,1,0,5.066666667,0,1,2021
"KSSTID0175",2,0,0,0,1,1,46,0,0,2,1,1,1,1,0,4.633333333,0,1,2021
"KSSTID0175",3,0,0,0,1,1,46,0,0,2,1,1,1,1,0,3.366666667,1,1,2022
"KSSTID0175",4,0,0,0,1,1,46,0,0,3,1,1,1,1,0,2.966666667,1,1,2022
"KSSTID0175",5,0,0,1,1,1,46,0,0,2,0,1,1,1,0,3.333333333,1,1,2022
"KSSTID0175",6,0,0,1,1,1,46,0,0,2,0,1,1,1,0,2.866666667,1,1,2022
"KSSTID0176",1,0,1,0,1,1,36,0,6.08859125783871,2,1,1,0,1,0,3.4,1,0,2021
"KSSTID0176",2,0,1,0,1,1,36,0,0,2,1,1,1,1,0,3.333333333,1,0,2021
"KSSTID0176",3,0,1,0,1,1,36,0,0,2,1,1,1,1,0,2.466666667,1,0,2022
"KSSTID0176",4,0,1,0,1,1,36,0,0,1,1,1,1,1,0,2.4,1,0,2022
"KSSTID0176",5,0,1,0,1,1,36,0,0,3,1,1,1,1,0,2.9,1,0,2022
"KSSTID0176",6,0,1,0,1,1,36,0,0,2,1,1,1,1,0,2.333333333,1,0,2022
"KSSTID0177",1,0,1,0,1,1,58,0,8.59264197856137,4,0,1,0,1,0,3.066666667,0,0,2021
"KSSTID0177",2,0,1,1,1,1,58,6.66461308116124,0,4,0,0,1,1,0,3.15,0,0,2021
"KSSTID0177",3,0,1,1,1,1,58,7.90802312244844,6.66461308116124,4,0,0,0,1,0,2.75,1,0,2022
"KSSTID0177",4,0,1,1,1,1,58,8.05376628802012,7.90802312244844,4,0,0,0,1,0,2.416666667,0,0,2022
"KSSTID0177",5,0,1,1,1,1,58,7.86015805093465,8.05376628802012,4,0,0,0,1,0,2.9,1,0,2022
"KSSTID0177",6,0,1,1,1,1,58,8.31848368268069,7.86015805093465,4,0,0,0,1,0,2.483333333,0,0,2022
"KSSTID0178",1,0,1,0,0,0,35,0,7.35890095958228,3,1,1,0,0,0,5.333333333,0,0,2021
"KSSTID0178",2,0,1,1,0,0,35,0,0,2,1,1,1,0,0,4.8,0,0,2021
"KSSTID0178",3,0,1,1,0,0,35,0,0,2,1,1,1,0,0,3.833333333,1,1,2022
"KSSTID0178",4,0,1,1,0,0,35,0,0,2,1,1,1,0,0,3.133333333,1,1,2022
"KSSTID0178",5,0,1,1,0,0,35,0,0,1,1,1,1,0,0,3.666666667,1,1,2022
"KSSTID0178",6,0,1,1,0,0,35,0,0,1,1,1,1,0,0,3.2,1,1,2022
"KSSTID0179",1,0,1,0,1,0,31,0,0,3,0,1,1,1,0,3.766666667,1,1,2021
"KSSTID0179",2,0,1,1,1,0,31,8.02491123285148,0,4,0,0,1,1,0,3.983333333,1,1,2021
"KSSTID0179",3,0,1,1,1,0,31,8.38143761283724,8.02491123285148,3,0,0,0,1,0,2.933333333,1,1,2022
"KSSTID0179",4,0,1,1,1,0,31,6.39298856598288,8.38143761283724,3,0,0,0,1,0,2.95,1,1,2022
"KSSTID0179",5,0,1,1,1,0,31,9.17681047536613,6.39298856598288,3,0,0,0,1,0,3.45,1,1,2022
"KSSTID0179",6,0,1,1,1,0,31,7.00893004660661,9.17681047536613,3,0,0,0,1,0,2.833333333,1,1,2022
"KSSTID0180",1,0,0,0,1,0,27,0,7.48498081542109,3,0,1,0,1,0,3.344444444,0,0,2021
"KSSTID0180",2,1,0,0,1,0,27,7.79630475587457,0,,,0,1,1,0,3.5,0,0,2021
"KSSTID0180",3,0,0,0,1,0,27,7.69948002290308,7.79630475587457,,,0,0,1,0,2.733333333,1,0,2022
"KSSTID0180",4,0,0,0,1,0,27,0,7.69948002290308,,,1,0,1,0,2.633333333,0,0,2022
"KSSTID0180",5,0,0,0,1,0,27,0,0,4,0,1,1,1,0,3.3,0,0,2022
"KSSTID0180",6,0,0,0,1,0,27,0,0,4,0,1,1,1,0,2.677777778,0,0,2022
"KSSTID0181",1,0,0,0,1,1,28,8.46701085862962,8.42900002547997,3,1,0,0,0,0,3.533333333,0,1,2021
"KSSTID0181",2,1,0,0,1,1,28,8.15638399895129,8.46701085862962,1,1,0,0,0,0,3.533333333,0,1,2021
"KSSTID0181",3,0,0,0,1,1,28,8.43297427551179,8.15638399895129,2,0,0,0,0,0,3.066666667,1,1,2022
"KSSTID0181",4,0,0,0,1,1,28,8.56906241992189,8.43297427551179,3,0,0,0,0,0,2.7,1,1,2022
"KSSTID0181",5,0,0,0,1,1,28,6.51497932198996,8.56906241992189,3,0,0,0,0,0,3.166666667,0,1,2022
"KSSTID0181",6,0,0,0,1,1,28,8.02025074875884,6.51497932198996,3,0,0,0,0,0,2.8,1,1,2022
"KSSTID0182",1,0,0,0,1,0,44,0,0,1,1,1,1,1,0,2.333333333,1,1,2021
"KSSTID0182",2,0,0,0,1,0,44,0,0,1,1,1,1,1,0,2.633333333,1,1,2021
"KSSTID0182",3,0,0,0,1,0,44,0,0,1,1,1,1,1,0,1.933333333,1,1,2022
"KSSTID0182",4,0,0,0,1,0,44,0,0,1,0,1,1,1,0,2.033333333,1,1,2022
"KSSTID0182",5,0,0,0,1,0,44,0,0,1,1,1,1,1,0,3.1,1,1,2022
"KSSTID0182",6,0,0,0,1,0,44,0,0,1,1,1,1,1,0,2.2,1,1,2022
"KSSTID0183",1,0,1,0,1,1,41,7.33776990001151,0,4,0,0,1,1,0,3.45,1,0,2021
"KSSTID0183",2,0,1,0,1,1,41,7.71035309922693,7.33776990001151,2,1,0,0,1,0,3.533333333,1,0,2021
"KSSTID0183",3,0,1,0,1,1,41,8.07441243436708,7.71035309922693,4,0,0,0,1,0,2.8,1,0,2022
"KSSTID0183",4,0,1,0,1,1,41,7.93088583180231,8.07441243436708,3,0,0,0,1,0,2.616666667,1,0,2022
"KSSTID0183",5,1,1,0,1,1,41,8.02905166044947,7.93088583180231,2,0,0,0,1,0,3.266666667,1,0,2022
"KSSTID0183",6,1,1,0,1,1,41,8.03780486331739,8.02905166044947,2,0,0,0,1,0,2.616666667,1,0,2022
"KSSTID0184",1,0,0,0,1,0,30,9.56882148381121,9.28447798654771,4,0,0,0,1,0,2.766666667,1,1,2021
"KSSTID0184",2,0,0,0,1,0,30,9.7361481999152,9.56882148381121,3,0,0,0,1,0,2.933333333,1,1,2021
"KSSTID0184",3,0,0,0,1,0,30,9.74067034326325,9.7361481999152,3,0,0,0,1,0,2.183333333,1,1,2022
"KSSTID0184",4,0,0,0,1,0,30,9.89185718120495,9.74067034326325,3,0,0,0,1,0,2.216666667,1,1,2022
"KSSTID0184",5,0,0,0,1,0,30,9.91663129387352,9.89185718120495,3,0,0,0,1,0,2.883333333,1,1,2022
"KSSTID0184",6,1,0,0,1,0,30,10.0571193834989,9.91663129387352,3,0,0,0,1,0,2.383333333,1,1,2022
"KSSTID0185",1,0,1,0,1,1,59,8.86672548726908,8.35358661181795,1,0,0,0,1,0,2.188888889,1,0,2021
"KSSTID0185",2,0,1,1,1,1,59,8.00559059922177,8.86672548726908,3,0,0,0,1,0,2.633333333,1,0,2021
"KSSTID0185",3,0,1,1,1,1,59,8.98235135030835,8.00559059922177,2,0,0,0,1,0,2.255555556,1,0,2022
"KSSTID0185",4,0,1,1,1,1,59,8.58893321934449,8.98235135030835,3,0,0,0,1,0,2.288888889,1,0,2022
"KSSTID0185",5,0,1,1,1,1,59,0,8.58893321934449,,1,1,0,1,0,2.855555556,1,0,2022
"KSSTID0185",6,0,1,1,1,1,59,0,0,1,0,1,1,1,0,2.333333333,1,0,2022
"KSSTID0186",1,0,1,0,1,1,57,8.22168053984927,5.06915574290826,3,0,0,0,1,0,2.216666667,0,0,2021
"KSSTID0186",2,0,1,1,1,1,57,7.05459645219409,8.22168053984927,3,0,0,0,1,0,1.583333333,0,0,2021
"KSSTID0186",3,0,1,1,1,1,57,8.07713663853845,7.05459645219409,2,0,0,0,1,0,2.05,0,0,2022
"KSSTID0186",4,0,1,1,1,1,57,8.72790458268542,8.07713663853845,3,0,0,0,1,0,2.116666667,0,0,2022
"KSSTID0186",5,0,1,1,1,1,57,6.94197311396831,8.72790458268542,2,,0,0,1,0,2.6,0,0,2022
"KSSTID0186",6,0,1,1,1,1,57,8.30579291712161,6.94197311396831,,,0,0,1,0,2.283333333,1,0,2022
"KSSTID0187",1,0,0,0,1,0,44,0,0,4,0,1,1,0,0,2.216666667,0,0,2021
"KSSTID0187",2,0,0,0,1,0,44,0,0,4,0,1,1,0,0,3,1,1,2022
"KSSTID0187",3,0,0,0,1,0,44,0,0,4,0,1,1,0,0,2.666666667,1,1,2022
"KSSTID0187",4,0,0,0,1,0,44,0,0,4,0,1,1,0,0,2.583333333,1,1,2022
"KSSTID0187",5,0,0,0,1,0,44,0,0,4,0,1,1,0,0,3.383333333,1,1,2023
"KSSTID0187",6,0,0,0,1,0,44,0,0,4,,1,1,0,0,2.95,1,1,2023
"KSSTID0188",1,1,0,0,1,0,39,0,0,1,0,1,1,1,1,2.766666667,1,1,2021
"KSSTID0188",2,1,0,0,1,0,39,0,0,4,0,1,1,1,1,1.833333333,1,1,2021
"KSSTID0188",3,0,0,0,1,0,39,0,0,4,0,1,1,1,1,2.183333333,1,1,2022
"KSSTID0188",4,0,0,0,1,0,39,0,0,4,1,1,1,1,1,2.216666667,1,1,2022
"KSSTID0188",5,0,0,0,1,0,39,0,0,4,1,1,1,1,1,2.883333333,1,1,2022
"KSSTID0188",6,0,0,0,1,0,39,0,0,4,1,1,1,1,1,2.383333333,1,1,2022
"KSSTID0189",1,0,1,0,1,1,41,8.46731783864259,8.91746349653619,4,0,0,0,1,0,3.2,1,1,2021
"KSSTID0189",2,0,1,1,1,1,41,9.52141787457745,8.46731783864259,4,0,0,0,1,0,2.216666667,1,1,2021
