Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.016449258,.009882438,.096013784,-.0029199659,.03581848
0,2,.020890802,.011817622,.077099867,-.0022713114,.044052918
0,3,.017144699,.010256659,.094609633,-.0029579843,.037247382
0,4,.025887689,.014568746,.075579233,-.002666529,.054441907
0,5,.017365871,.011311331,.12471918,-.0048039309,.039535671
1,1,.0076084612,.0043634903,.081217676,-.00094382238,.016160745
1,2,.013067759,.0064836144,.043851752,.00036010719,.02577541
1,3,.014737788,.0078467922,.060354833,-.00064164383,.030117217
1,4,.0091375122,.0054951692,.09634722,-.0016328222,.019907845
1,5,.0031689757,.0022520609,.15938446,-.0012449825,.0075829341
