effect,b,se,pvalue,ll,ul
0,-.034562286,.017042654,.04256155,-.067965277,-.001159297
2,-.032130752,.01731853,.063556015,-.066074446,.0018129436
3,-.023769666,.020586682,.24824865,-.064118825,.01657949
4,-.0058735372,.023508012,.80270135,-.051948398,.040201321
5,-.053714793,.025393186,.034402419,-.10348453,-.0039450629
6,-.058631591,.023998577,.014560581,-.10566794,-.011595244
