Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.045676354,.020359119,.024862468,.0057732142,.085579492
0,2,.070524268,.028027765,.011861821,.015590855,.12545767
0,3,.10940405,.040360902,.0067152581,.030298142,.18850996
0,4,.12908542,.04464601,.0038364041,.041580848,.21658999
0,5,.12280361,.043493085,.0047499426,.037558723,.20804848
1,1,.037023772,.016580094,.025547262,.0045273858,.069520161
1,2,.093051367,.030031014,.0019449708,.034191661,.15191108
1,3,.098505989,.034404017,.0041937022,.031075351,.16593662
1,4,.15804186,.04615324,.00061641855,.067583181,.24850056
1,5,.098601498,.0348785,.0046986411,.030240895,.1669621
