Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.10624222,.039898165,.00774854,.028043263,.18444119
0,2,.083393566,.041755598,.045805328,.0015540938,.16523303
0,3,.087601081,.04526718,.052965675,-.001120965,.17632312
0,4,.13511489,.044757813,.0025377772,.047391199,.2228386
0,5,.078155205,.043444145,.072021648,-.006993758,.16330417
1,1,.17252539,.088345625,.050837863,-.00062885543,.34567964
1,2,.10489269,.049663153,.03467935,.0075546992,.20223068
1,3,.094443381,.047900688,.048649594,.0005597609,.188327
1,4,.00013215528,.044942237,.99765378,-.087953009,.088217318
1,5,.042545412,.047877531,.37420195,-.051292825,.13638365
