Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.2512438,.050794147,7.5631976e-07,.1516891,.35079849
0,2,.2111799,.054336265,.00010168452,.10468277,.31767702
0,3,.22026449,.054044981,.000045900371,.11433827,.32619071
0,4,.1839176,.058727551,.0017379218,.068813704,.29902148
0,5,.16160291,.061873131,.0090055559,.040333807,.28287202
1,1,.3457838,.10269771,.00075989042,.14449999,.54706758
1,2,.30957007,.064475976,1.5761982e-06,.18319947,.43594065
1,3,.28282869,.067742296,.000029789695,.15005623,.41560116
1,4,.25033668,.064090043,.000093830575,.12472251,.37595084
1,5,.25301135,.070061132,.00030467281,.11569407,.39032865
