Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.32902944,.05139586,1.5348826e-10,.22829542,.42976347
0,2,.28581384,.054654893,1.7003498e-07,.17869222,.39293545
0,3,.30128255,.05698815,1.2450313e-07,.18958785,.41297728
0,4,.25980979,.062606856,.000033267581,.13710262,.38251698
0,5,.23372774,.064041883,.00026264138,.10820795,.35924754
1,1,.36586407,.1029439,.00037939905,.16409773,.56763041
1,2,.38712567,.06768053,1.0658863e-08,.25447425,.51977706
1,3,.30578002,.068021037,6.9447656e-06,.17246124,.43909881
1,4,.34829029,.064127445,5.5970069e-08,.2226028,.47397777
1,5,.30152419,.069983035,.000016434135,.16435996,.4386884
