Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.060047761,.030357035,.047922954,.00054906844,.11954646
0,2,.10683695,.04435065,.016000018,.019911274,.19376262
0,3,.093098871,.04167556,.02548991,.011416275,.17478147
0,4,.13116892,.056034472,.019239329,.021343363,.24099447
0,5,.13625707,.059965044,.023069903,.018727746,.25378641
1,1,.045873553,.023160664,.047628682,.00047948462,.091267623
1,2,.090051621,.035563704,.011337467,.020348044,.1597552
1,3,.077961005,.032146536,.015300964,.014954956,.14096706
1,4,.06987597,.030344417,.021292234,.010402008,.12934993
1,5,.067777142,.030161759,.02463226,.008661177,.1268931
