Expungement,Sequence,b,se,pvalue,ll,ul
0,1,7.546587,.33724737,0,6.8855944,8.2075796
0,2,7.3435216,.3407737,0,6.6756177,8.011426
0,3,7.6320477,.35234049,0,6.941473,8.3226223
0,4,7.8827844,.35456863,0,7.1878428,8.5777264
0,5,7.929503,.38982025,0,7.1654696,8.6935368
1,1,7.5620251,.60992604,2.6704261e-35,6.3665919,8.7574577
1,2,7.7012644,.37675449,0,6.9628391,8.4396896
1,3,7.3739033,.39874592,0,6.5923753,8.1554308
1,4,8.0434589,.38351011,0,7.2917929,8.795125
1,5,7.9889688,.3821381,0,7.2399921,8.7379456
