Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.060783681,.030966189,.049657226,.000091068461,.12147629
0,2,.10649306,.044326127,.016283905,.01961544,.19337067
0,3,.093628921,.042147163,.026318723,.011021999,.17623584
0,4,.13038541,.056035206,.019973347,.020558432,.24021241
0,5,.1368017,.060682297,.024171494,.017866591,.25573683
1,1,.046745926,.023743574,.04897809,.00020937945,.093282476
1,2,.090863504,.036066465,.011757676,.020174533,.16155247
1,3,.077925988,.032331999,.015944589,.014556432,.14129555
1,4,.068585627,.029977707,.022144068,.0098303985,.12734085
1,5,.067199238,.030107703,.025617497,.0081892256,.12620924
