effect,b,se,pvalue,ll,ul
0,-.012153944,.039792534,.76003653,-.090145871,.065837987
2,.066283166,.10566056,.53044838,-.14080772,.27337405
3,.021499123,.061438993,.726394,-.098919094,.14191733
4,.006842304,.059079271,.90779865,-.10895094,.12263554
5,-.13498273,.050221764,.0071938662,-.23341559,-.036549896
6,-.035609797,.051860631,.49230704,-.13725476,.066035174
