Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.11645087,.042779334,.0064862799,.032604918,.20029683
0,2,.084506921,.042159118,.045019146,.0018765681,.16713728
0,3,.033770289,.045447089,.45744035,-.055304367,.12284494
0,4,.089782625,.045953013,.050725825,-.00028362317,.17984888
0,5,.021741176,.045833196,.63524723,-.068090238,.11157259
1,1,.20210023,.090643421,.025772795,.024442388,.37975806
1,2,.041698769,.051819503,.42099711,-.059865594,.14326313
1,3,.016843809,.049992133,.73617029,-.081138968,.11482659
1,4,-.078376062,.048251137,.1043041,-.17294656,.016194427
1,5,-.10933149,.04775288,.02204877,-.20292541,-.015737567
