effect,b,se,pvalue,ll,ul
0,.10995241,.13921592,.42964596,-.16290578,.38281059
2,.19540367,.29450127,.50700587,-.38180822,.77261555
3,.17049009,.18024443,.34420845,-.18278252,.52376264
4,-.0040019611,.16356277,.98047978,-.32457909,.31657517
5,-.0035652393,.15514992,.98166674,-.30765352,.30052301
6,.17226787,.16419779,.29410973,-.14955387,.49408963
