Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.24533971,.042117726,5.7080451e-09,.16279048,.32788894
0,2,.19948182,.042212281,2.2934457e-06,.11674726,.28221637
0,3,.27039513,.051089972,1.2063670e-07,.17026062,.37052962
0,4,.28252944,.051467005,4.0301462e-08,.18165597,.38340291
0,5,.21370491,.049566999,.000016219814,.11655538,.31085443
1,1,.279356,.087295175,.0013736511,.1082606,.4504514
1,2,.27437934,.0550058,6.0947900e-07,.16656995,.38218871
1,3,.24209991,.054347899,8.4037092e-06,.13557999,.34861982
1,4,.26958272,.055276033,1.0769675e-06,.16124366,.37792173
1,5,.23704028,.054483145,.000013569849,.13025527,.34382528
