Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.11079049,.040762689,.0065690018,.030897086,.19068389
0,2,.067675747,.041674264,.10439251,-.014004314,.1493558
0,3,.027000075,.044780202,.54654413,-.060767505,.11476766
0,4,.078858569,.044815186,.078468956,-.0089775817,.16669473
0,5,.0049418202,.045320593,.91316968,-.08388491,.093768552
1,1,.19499578,.091987833,.034022942,.014702938,.37528864
1,2,.037464719,.051318247,.46536162,-.063117199,.13804664
1,3,.011900268,.05043846,.81348205,-.086957298,.11075784
1,4,-.090590842,.048699282,.062855974,-.18603969,.0048579993
1,5,-.1232982,.046897769,.0085615059,-.21521613,-.031380262
