effect,b,se,pvalue,ll,ul
Expunge1,-1.045570815985258,1.378254262876661,.4480800931277918,-3.746899532762314,1.655757900791798
ES2,1.170855096415072,1.255144711158907,.3509001560645054,-1.289183332842315,3.630893525672458
ES3,.6874021515846409,1.304652609578072,.5982733118508565,-1.869669975524576,3.244474278693858
ES4,1.128492701234036,1.325920246017813,.3947129760469599,-1.470263227333365,3.727248629801437
ES5,.6555969763787987,1.336483078909468,.6237525906486858,-1.963861724230961,3.275055676988558
ES6,.91469122136611,1.333663970795214,.4928087492030839,-1.699242128871188,3.528624571603408
Sequence2,-.177771667179345,.1553489546773239,.2524836096804724,-.4822500233828451,.1267066890241551
Sequence3,.0113830595782164,.0307012227775327,.7108096433505604,-.0487902313470884,.0715563505035212
Sequence4,.023356132500119,.1215003438261848,.847561264820361,-.2147801655084365,.2614924305086747
Sequence5,-.418793315057395,.1334258761333825,.0016965778396116,-.680303226884527,-.1572834032302631
Sequence6,0,,,,
