Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.061283089,.030688437,.045831263,.0011348596,.12143132
0,2,.10953718,.045015726,.014961513,.021307984,.19776639
0,3,.09737134,.042927764,.023313355,.013234466,.18150821
0,4,.13687797,.057604615,.017493717,.023975004,.24978094
0,5,.14248075,.062095173,.021758677,.020776447,.26418507
1,1,.047304541,.023680409,.045757495,.0008917923,.093717292
1,2,.092677109,.036395948,.010885359,.021342356,.16401185
1,3,.081202589,.033157356,.014325076,.016215365,.14618981
1,4,.074002497,.031752147,.019772889,.011769435,.13623556
1,5,.071277656,.031472936,.023529353,.00959183,.13296348
