Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.014964499,.0089123193,.09313643,-.0025033269,.032432325
0,2,.019430961,.011182593,.082279935,-.0024865184,.041348442
0,3,.028963882,.015637526,.063996583,-.0016851049,.05961287
0,4,.033034049,.017924089,.065329388,-.0020965198,.068164624
0,5,.025031207,.015037208,.095988989,-.0044411789,.054503594
1,1,.0086639635,.0048927865,.076600209,-.00092572265,.018253649
1,2,.025190832,.012106156,.037449628,.0014632021,.04891846
1,3,.023281392,.011663785,.04592948,.00042079252,.04614199
1,4,.018372491,.010194873,.071524851,-.0016090906,.038354073
1,5,.019235181,.010605438,.069722481,-.0015510942,.040021457
